date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:12	3949443/3949443	---M--	200	added ('OK')	image/png	etag:CMOd8rmmxoEDEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/0bcd7ad0-1043-4488-8846-34e859d2c0cd/%c2%a1regresaron%21+(5).png	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/0bcd7ad0-1043-4488-8846-34e859d2c0cd/%c2%a1regresaron!+(5).png	(from https://www.tori.pe/)
21:17:13	222864/222864	---M--	200	added ('OK')	image/png	etag:CNCC4M2HyP0CEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/9d895aa7-06ee-458e-be4a-ea95c61d859a/Dise%c3%b1o+sin+t%c3%adtulo+(2).png	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/9d895aa7-06ee-458e-be4a-ea95c61d859a/Dise%c3%b1o+sin+t%c3%adtulo+(2).png	(from https://www.tori.pe/)
21:17:13	25872/25872	---M--	200	added ('OK')	image/png	etag:CJ+jmaG7y/cCEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/51b2faf5-cc54-4c03-b566-89dde8e4627a/libro+rojor+transparente.png	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/51b2faf5-cc54-4c03-b566-89dde8e4627a/libro+rojor+transparente.png	(from https://www.tori.pe/)
21:17:14	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-f5a29f34fa3e30d18cdf9-min.es-419.css)
21:17:14	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:14	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:14	179883/179883	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2002:17:14%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.09dcfc5cc27279f83108e258496396c2.js	C:/Mis%20lugares%20Web/proyectopolleria/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.09dcfc5cc27279f83108e258496396c2.js	(from https://www.tori.pe/)
21:17:16	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:16	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:16	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:16	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:16	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:17	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:17	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:17	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:17	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:17	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:18	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:18	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:18	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:18	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:18	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Jul%202939%2013:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Mis%20lugares%20Web/proyectopolleria/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:19	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:19	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Mis%20lugares%20Web/proyectopolleria/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:19	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Mis%20lugares%20Web/proyectopolleria/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:19	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Jul%202939%2013:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Mis%20lugares%20Web/proyectopolleria/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:20	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:20	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Jul%202939%2013:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Mis%20lugares%20Web/proyectopolleria/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.36.delayed	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:21	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:21	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:21	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1441/site.css)
21:17:22	48126/48126	---M-Z	200	added ('OK')	text/javascript	etag:%22a5b4d7f055d7033dd7d94236f26b2bbb%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-1e34bbdca1e4a6a374450-min.es-419.js	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-1e34bbdca1e4a6a374450-min.es-419.js	(from https://www.tori.pe/cart)
21:17:22	1049326/1049326	---M-Z	200	added ('OK')	text/css	date:Tue,%2003%20Oct%202023%2002:17:23%20GMT	https://static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1442/site.css	C:/Mis%20lugares%20Web/proyectopolleria/static1.squarespace.com/static/versioned-site-css/604f63fbcbfeea1a501c8b6b/85/5c5a519771c10ba3470d8101/604f63fbcbfeea1a501c8b85/1442/site.css	(from https://www.tori.pe/cart)
21:17:33	69938/69938	---M--	200	added ('OK')	image/png	etag:CMT/l6eKs+8CEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/1615838179688-8L3Z8BBRFKR6WF2NKEK5/cuadricula.png	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/1615838179688-8L3Z8BBRFKR6WF2NKEK5/cuadricula.png	(from https://www.tori.pe/nosotros)
21:17:42	296291/296291	---MCZ	200	added ('OK')	text/html	etag:W/%22a1eb9e9e767547afe169928e865d403b--gzip%22	https://www.tori.pe/terminos-y-condiciones/miercoles-pollito	C:/Mis%20lugares%20Web/proyectopolleria/www.tori.pe/terminos-y-condiciones/miercoles-pollito.html	(from https://www.tori.pe/promos)
21:19:34	1021885/1021885	---M--	200	added ('OK')	image/jpeg	etag:CKrVuN2ZtfYCEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/209635cf-33dc-4f13-94a7-767a0435b746/TORI+1.jpg	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/209635cf-33dc-4f13-94a7-767a0435b746/TORI+1.jpg	(from https://www.tori.pe/nosotros)
21:19:50	991783/991783	---M--	200	added ('OK')	image/jpeg	etag:CPPMh9mYtfYCEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/c6869982-7336-447b-b487-0e4bfa3dfa2c/TORI+79.jpg	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/c6869982-7336-447b-b487-0e4bfa3dfa2c/TORI+79.jpg	(from https://www.tori.pe/promos)
21:21:47	5865436/5865436	---MCZ	200	added ('OK')	text/javascript	etag:W/%22e2599b3a1852332828fa52e12c7db11b%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-69ff05ff2c469049abe4b-min.es-419.js	C:/Mis%20lugares%20Web/proyectopolleria/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-69ff05ff2c469049abe4b-min.es-419.js	(from https://www.tori.pe/cart)
21:21:50	1574616/1574616	---M--	200	added ('OK')	image/jpeg	etag:CKDvjo/trfkCEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/294f06b0-320d-4961-8fe9-32820998cd1a/Combo+Tori+Brasa.jpg	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/294f06b0-320d-4961-8fe9-32820998cd1a/Combo+Tori+Brasa.jpg	(from https://www.tori.pe/promos)
21:21:52	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2003%20Oct%202023%2002:21:52%20GMT	http://static1.squarespace.com/static/604f63fbcbfeea1a501c8b6b/t/629fdddca4f3aa10e794483b/1654644218937/detalle+ajita.jpg?format=1500w	C:/Mis%20lugares%20Web/proyectopolleria/static1.squarespace.com/static/604f63fbcbfeea1a501c8b6b/t/629fdddca4f3aa10e794483b/1654644218937/detalle+ajita.4526f7.delayed	(from https://www.tori.pe/carta-delivery)
21:21:53	1858851/1858851	---M--	200	added ('OK')	image/jpeg	etag:CKTRnMPurfkCEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/54503285-ce1f-4c7f-842a-f414ef2ff83e/1.2+Combo+Tori+Brasa.jpg	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/54503285-ce1f-4c7f-842a-f414ef2ff83e/1.2+Combo+Tori+Brasa.jpg	(from https://www.tori.pe/promos)
21:21:53	524834/524834	---M--	200	added ('OK')	image/jpeg	etag:CJ6+mIPwrfkCEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/26df5adc-3dc6-4583-9319-39cf33f45d19/Promo+Sanguchazo.jpg	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/26df5adc-3dc6-4583-9319-39cf33f45d19/Promo+Sanguchazo.jpg	(from https://www.tori.pe/promos)
21:21:53	7225549/7225549	---M--	200	added ('OK')	image/png	etag:CJLngd+RmYEDEAE=	https://images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/3d3dbd87-75f7-4c6e-bf49-6893f184d515/Dise%c3%b1o+sin+t%c3%adtulo+(6).png	C:/Mis%20lugares%20Web/proyectopolleria/images.squarespace-cdn.com/content/v1/604f63fbcbfeea1a501c8b6b/3d3dbd87-75f7-4c6e-bf49-6893f184d515/Dise%c3%b1o+sin+t%c3%adtulo+(6).png	(from https://www.tori.pe/promos)
